Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,1004150,-,-,-,40.17,-82.78,-5,332,-5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.4
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed
2017,3,2,17,30,-4.6000000000000005,20,0,20,0.17,983,0.30000000000000004,293,3
2017,3,2,18,30,-4,0,0,0,0.17,984,-0.2,296,2.8000000000000003
2017,3,2,19,30,-3.8000000000000003,0,0,0,0.73,985,-0.9,306,2.8000000000000003
2017,3,2,20,30,-3.8000000000000003,0,0,0,0.73,986,-1.4000000000000001,312,2.6
2017,3,2,21,30,-4,0,0,0,0.73,986,-2,315,2.3000000000000003
2017,3,2,22,30,-4.3,0,0,0,0.73,986,-2.6,317,2
2017,3,2,23,30,-4.6000000000000005,0,0,0,0.73,986,-3.2,319,1.6
2017,3,3,0,30,-5,0,0,0,0.73,986,-4.1000000000000005,317,1.2000000000000002
2017,3,3,1,30,-5.4,0,0,0,0.73,986,-4.800000000000001,305,1
2017,3,3,2,30,-5.7,0,0,0,0.73,986,-5,292,1.2000000000000002
2017,3,3,3,30,-5.800000000000001,0,0,0,0.73,987,-4.9,285,1.6
2017,3,3,4,30,-5.800000000000001,0,0,0,0.73,987,-4.7,283,2
2017,3,3,5,30,-5.800000000000001,0,0,0,0.73,988,-4.6000000000000005,282,2.4000000000000004
2017,3,3,6,30,-5.9,0,0,0,0.73,988,-4.4,282,2.8000000000000003
2017,3,3,7,30,-6,19,0,19,0.73,989,-3.6,288,3.6
2017,3,3,8,30,-7.2,56,775,264,0.73,990,-2.7,297,4.5
2017,3,3,9,30,-8.5,178,256,288,0.73,991,-2.3000000000000003,301,4.800000000000001
2017,3,3,10,30,-9.4,249,80,294,0.73,992,-2,303,4.800000000000001
2017,3,3,11,30,-10.3,120,808,643,0.73,992,-1.7000000000000002,304,4.800000000000001
2017,3,3,12,30,-11,224,11,231,0.73,993,-1.4000000000000001,305,4.7
2017,3,3,13,30,-11.4,138,781,661,0.73,993,-1.2000000000000002,305,4.5
2017,3,3,14,30,-11.5,84,945,655,0.73,993,-1.3,305,4.2
2017,3,3,15,30,-11.600000000000001,184,403,383,0.73,993,-1.5,304,3.8000000000000003
2017,3,3,16,30,-11.600000000000001,141,99,175,0.73,994,-2,305,3.1
2017,3,3,17,30,-10.700000000000001,59,29,64,0.73,994,-3.5,306,2
2017,3,3,18,30,-9,0,0,0,0.73,994,-4.6000000000000005,307,1.3
2017,3,3,19,30,-8.8,0,0,0,0.17,994,-5.5,305,1.3
2017,3,3,20,30,-8.8,0,0,0,0.17,995,-5.800000000000001,304,1.3
2017,3,3,21,30,-8.8,0,0,0,0.17,995,-5.9,307,1.4000000000000001
2017,3,3,22,30,-8.8,0,0,0,0.17,995,-6,312,1.4000000000000001
2017,3,3,23,30,-8.9,0,0,0,0.17,995,-6.1000000000000005,320,1.5
2017,3,4,0,30,-8.9,0,0,0,0.17,996,-6.2,329,1.4000000000000001
2017,3,4,1,30,-8.9,0,0,0,0.17,996,-6.2,338,1.3
2017,3,4,2,30,-8.9,0,0,0,0.17,996,-5.9,345,1.4000000000000001
2017,3,4,3,30,-9.200000000000001,0,0,0,0.17,996,-5.5,351,1.4000000000000001
2017,3,4,4,30,-9.600000000000001,0,0,0,0.17,996,-5.4,179,1.4000000000000001
2017,3,4,5,30,-10.200000000000001,0,0,0,0.17,996,-5.4,8,1.3
2017,3,4,6,30,-10.3,0,0,0,0.17,997,-5.2,19,1.3
2017,3,4,7,30,-10.700000000000001,31,345,61,0.17,997,-4.4,31,1.5
2017,3,4,8,30,-10.8,92,338,185,0.17,998,-3.2,41,1.4000000000000001
2017,3,4,9,30,-10.600000000000001,187,187,268,0.17,998,-1.7000000000000002,41,1.2000000000000002
2017,3,4,10,30,-10.600000000000001,256,219,380,0.17,998,-0.30000000000000004,20,0.9
2017,3,4,11,30,-10.5,310,139,400,0.17,998,0.8,174,0.7000000000000001
2017,3,4,12,30,-9.8,332,195,466,0.17,997,1.6,346,0.7000000000000001
2017,3,4,13,30,-9.1,299,59,339,0.17,996,2.1,177,0.8
2017,3,4,14,30,-8.4,285,172,390,0.17,995,2.2,18,1
2017,3,4,15,30,-7.9,98,828,510,0.17,995,1.8,38,1.2000000000000002
2017,3,4,16,30,-7.5,79,725,332,0.17,995,0.5,52,1.1
2017,3,4,17,30,-4.9,50,515,138,0.17,995,-1.9000000000000001,59,0.9
2017,3,4,18,30,-6.5,0,0,0,0.17,995,-3.4000000000000004,60,1
2017,3,4,19,30,-6.800000000000001,0,0,0,0.17,995,-4,69,1.4000000000000001
2017,3,4,20,30,-6.9,0,0,0,0.17,995,-4.3,75,1.7000000000000002
2017,3,4,21,30,-7.1000000000000005,0,0,0,0.17,995,-4.5,81,1.9000000000000001
2017,3,4,22,30,-7.1000000000000005,0,0,0,0.17,995,-4.6000000000000005,86,2
2017,3,4,23,30,-7,0,0,0,0.17,995,-4.6000000000000005,88,2
2017,3,5,0,30,-7,0,0,0,0.17,995,-4.6000000000000005,91,2.2
2017,3,5,1,30,-6.9,0,0,0,0.17,995,-4.5,94,2.4000000000000004
2017,3,5,2,30,-6.800000000000001,0,0,0,0.17,994,-4.5,97,2.4000000000000004
2017,3,5,3,30,-6.7,0,0,0,0.17,994,-4.5,103,2.4000000000000004
2017,3,5,4,30,-6.800000000000001,0,0,0,0.17,994,-4.5,109,2.6
2017,3,5,5,30,-7,0,0,0,0.17,994,-4.5,108,2.6
2017,3,5,6,30,-6.9,0,0,0,0.17,993,-4.3,107,2.8000000000000003
2017,3,5,7,30,-6.800000000000001,30,356,64,0.17,993,-2.9000000000000004,113,3.1
2017,3,5,8,30,-6.800000000000001,61,689,253,0.17,993,-0.4,123,3.5
2017,3,5,9,30,-6.2,76,835,446,0.17,992,2.5,132,3.7
2017,3,5,10,30,-4.800000000000001,83,914,605,0.17,991,5.2,139,3.7
2017,3,5,11,30,-3.2,88,950,713,0.17,990,7.5,147,3.6
2017,3,5,12,30,-1.5,90,964,759,0.17,989,9.3,155,3.4000000000000004
2017,3,5,13,30,0.1,90,956,740,0.17,988,10.600000000000001,162,3.3000000000000003
2017,3,5,14,30,1.5,85,928,655,0.17,988,11.200000000000001,164,3
2017,3,5,15,30,2.6,79,875,518,0.17,987,10.700000000000001,160,2.4000000000000004
2017,3,5,16,30,4.3,68,760,336,0.17,987,8,149,1.7000000000000002
2017,3,5,17,30,3.4000000000000004,63,158,90,0.17,986,4.4,140,1.5
2017,3,5,18,30,1.3,0,0,0,0.17,986,3,138,1.6
2017,3,5,19,30,1.1,0,0,0,0.17,986,3.2,143,1.9000000000000001
2017,3,5,20,30,1.1,0,0,0,0.17,986,3.2,153,1.8
2017,3,5,21,30,1.2000000000000002,0,0,0,0.17,986,3.1,174,1.8
2017,3,5,22,30,1.5,0,0,0,0.17,986,3.1,197,1.8
2017,3,5,23,30,2.1,0,0,0,0.17,985,3.2,209,1.9000000000000001
2017,3,6,0,30,2.7,0,0,0,0.17,985,3.6,216,2.1
2017,3,6,1,30,3.3000000000000003,0,0,0,0.17,985,4.4,220,2.4000000000000004
2017,3,6,2,30,3.9000000000000004,0,0,0,0.17,985,5,222,2.6
2017,3,6,3,30,4.3,0,0,0,0.17,985,5.300000000000001,223,2.5
2017,3,6,4,30,4.5,0,0,0,0.17,985,5.4,221,2.1
2017,3,6,5,30,4.6000000000000005,0,0,0,0.17,985,5.2,215,1.9000000000000001
2017,3,6,6,30,4.6000000000000005,0,0,0,0.17,985,5.6000000000000005,205,2
2017,3,6,7,30,5.1000000000000005,13,0,13,0.17,985,6.9,195,2.7
2017,3,6,8,30,6.2,45,0,45,0.17,985,8.6,188,3.2
2017,3,6,9,30,7.4,57,0,57,0.17,985,10,186,3.6
2017,3,6,10,30,8.3,47,0,47,0.17,985,10.9,187,4.1000000000000005
2017,3,6,11,30,8.700000000000001,191,6,195,0.17,984,11.100000000000001,188,4.3
2017,3,6,12,30,9,98,0,98,0.17,983,11.100000000000001,189,4.2
2017,3,6,13,30,9.4,202,7,207,0.17,982,11.3,187,4.2
2017,3,6,14,30,9.9,232,22,246,0.17,981,11.700000000000001,185,4.2
2017,3,6,15,30,10.3,69,0,69,0.17,981,11.600000000000001,182,4.3
2017,3,6,16,30,10.5,95,0,95,0.17,980,11.200000000000001,178,4.3
2017,3,6,17,30,10.600000000000001,12,0,12,0.17,980,10.9,176,4.4
2017,3,6,18,30,10.600000000000001,0,0,0,0.17,980,10.8,176,4.4
2017,3,6,19,30,10.700000000000001,0,0,0,0.17,980,10.9,176,4.2
2017,3,6,20,30,10.9,0,0,0,0.17,980,11.100000000000001,176,4.1000000000000005
2017,3,6,21,30,11,0,0,0,0.17,979,11.200000000000001,177,4.2
2017,3,6,22,30,11.200000000000001,0,0,0,0.17,978,11.5,181,4.6000000000000005
2017,3,6,23,30,11.3,0,0,0,0.17,978,11.600000000000001,185,4.7
2017,3,7,0,30,11.3,0,0,0,0.17,978,11.4,188,4.5
2017,3,7,1,30,11.100000000000001,0,0,0,0.17,977,11.200000000000001,190,4.6000000000000005
2017,3,7,2,30,10.8,0,0,0,0.17,977,11.100000000000001,192,4.7
2017,3,7,3,30,10.600000000000001,0,0,0,0.17,976,11.100000000000001,193,5
2017,3,7,4,30,10.600000000000001,0,0,0,0.17,976,11.4,192,5.300000000000001
2017,3,7,5,30,10.700000000000001,0,0,0,0.17,975,11.600000000000001,190,5.6000000000000005
2017,3,7,6,30,10.700000000000001,0,0,0,0.17,975,11.8,188,5.7
2017,3,7,7,30,10.8,8,0,8,0.17,975,12.200000000000001,190,5.800000000000001
2017,3,7,8,30,10.9,54,0,54,0.17,975,12.8,194,5.800000000000001
2017,3,7,9,30,11.100000000000001,93,0,93,0.17,975,13.5,201,5.7
2017,3,7,10,30,11.4,100,0,100,0.17,975,14.100000000000001,210,5.6000000000000005
2017,3,7,11,30,11.9,295,58,334,0.17,975,14.8,215,5.4
2017,3,7,12,30,12.100000000000001,308,50,343,0.17,974,15,216,4.9
2017,3,7,13,30,12.200000000000001,331,123,416,0.17,973,14.600000000000001,216,4.2
2017,3,7,14,30,12.4,214,13,222,0.17,973,13.9,223,3.8000000000000003
2017,3,7,15,30,11.700000000000001,66,0,66,0.17,974,12.8,242,3.7
2017,3,7,16,30,10.200000000000001,30,0,30,0.17,975,11.4,266,3.4000000000000004
2017,3,7,17,30,8.5,35,0,35,0.17,975,9.4,281,2.8000000000000003
2017,3,7,18,30,6.7,0,0,0,0.17,976,8.3,284,2.3000000000000003
2017,3,7,19,30,5.300000000000001,0,0,0,0.16,977,6.1000000000000005,271,1.9000000000000001
2017,3,7,20,30,4.6000000000000005,0,0,0,0.16,977,5.1000000000000005,269,2
2017,3,7,21,30,3.8000000000000003,0,0,0,0.16,978,4.2,280,2.2
2017,3,7,22,30,2.8000000000000003,0,0,0,0.16,979,3.3000000000000003,286,2
2017,3,7,23,30,1.6,0,0,0,0.16,979,2.4000000000000004,277,1.8
2017,3,8,0,30,0.7000000000000001,0,0,0,0.16,980,1.5,258,1.8
2017,3,8,1,30,0.1,0,0,0,0.16,980,0.9,241,2.1
2017,3,8,2,30,-0.4,0,0,0,0.16,980,0.7000000000000001,231,2.6
2017,3,8,3,30,-1,0,0,0,0.16,980,0.5,219,2.9000000000000004
2017,3,8,4,30,-1.3,0,0,0,0.16,979,0.5,206,3.2
2017,3,8,5,30,-1.1,0,0,0,0.16,979,0.9,207,3.4000000000000004
2017,3,8,6,30,-1,0,0,0,0.16,979,1.4000000000000001,218,3.6
2017,3,8,7,30,-0.9,37,40,42,0.16,980,2.9000000000000004,230,3.9000000000000004
2017,3,8,8,30,-0.2,48,818,289,0.16,980,5.6000000000000005,240,4.5
2017,3,8,9,30,-0.2,57,935,486,0.16,980,8.3,250,5.5
2017,3,8,10,30,-2.7,61,994,645,0.16,980,9.9,253,6.5
2017,3,8,11,30,-4.800000000000001,65,1023,753,0.16,979,10.9,252,7.2
2017,3,8,12,30,-4.800000000000001,67,1023,793,0.16,979,11.5,252,7.7
2017,3,8,13,30,-4.2,74,1001,769,0.16,979,12,254,7.9
2017,3,8,14,30,-3.3000000000000003,73,976,685,0.16,979,12.200000000000001,256,7.9
2017,3,8,15,30,-2.6,66,927,543,0.16,979,11.9,259,7.6000000000000005
2017,3,8,16,30,-2.1,56,841,361,0.16,979,11,261,6.9
2017,3,8,17,30,-1.6,39,656,160,0.16,980,9.4,262,6
2017,3,8,18,30,-0.9,0,0,0,0.16,980,8.4,263,5.6000000000000005
2017,3,8,19,30,-0.30000000000000004,0,0,0,0.17,981,6.800000000000001,264,4.9
2017,3,8,20,30,0.1,0,0,0,0.17,981,5.9,264,4.4
2017,3,8,21,30,0.4,0,0,0,0.17,982,5.2,262,3.8000000000000003
2017,3,8,22,30,0.8,0,0,0,0.17,982,4.9,260,3.4000000000000004
2017,3,8,23,30,1.1,0,0,0,0.17,982,4.6000000000000005,260,3.1
2017,3,9,0,30,1.3,0,0,0,0.17,982,3.7,259,2.5
2017,3,9,1,30,1.5,0,0,0,0.17,982,2.5,258,1.8
2017,3,9,2,30,1.4000000000000001,0,0,0,0.17,982,1.4000000000000001,262,1.4000000000000001
2017,3,9,3,30,0.6000000000000001,0,0,0,0.17,982,0.6000000000000001,269,1.1
2017,3,9,4,30,-0.1,0,0,0,0.17,982,-0.1,281,1
2017,3,9,5,30,-0.5,0,0,0,0.17,982,-0.5,297,0.9
2017,3,9,6,30,-0.6000000000000001,0,0,0,0.17,982,0.30000000000000004,314,0.8
2017,3,9,7,30,0.1,34,411,81,0.17,982,3,334,0.9
2017,3,9,8,30,-0.4,63,718,278,0.17,982,6.1000000000000005,337,1
2017,3,9,9,30,-3.3000000000000003,76,857,473,0.17,982,8.700000000000001,307,1.1
2017,3,9,10,30,-3.5,86,919,630,0.17,982,10.4,283,1.5
2017,3,9,11,30,-2.6,94,942,732,0.17,981,11.700000000000001,274,1.9000000000000001
2017,3,9,12,30,-1.4000000000000001,97,949,774,0.17,980,12.5,264,2.1
2017,3,9,13,30,-0.2,97,938,752,0.17,979,13.100000000000001,261,2.3000000000000003
2017,3,9,14,30,0.9,101,887,661,0.17,978,13.100000000000001,269,2.3000000000000003
2017,3,9,15,30,1.9000000000000001,102,802,518,0.17,978,12,298,2
2017,3,9,16,30,3.6,105,518,295,0.17,978,10,339,2.2
2017,3,9,17,30,2.8000000000000003,68,31,74,0.17,978,7.800000000000001,185,2.8000000000000003
2017,3,9,18,30,1.5,0,0,0,0.17,978,6.7,12,3
2017,3,9,19,30,0.9,0,0,0,0.17,978,4.7,20,2.9000000000000004
2017,3,9,20,30,0.9,0,0,0,0.17,977,3.8000000000000003,22,2.9000000000000004
2017,3,9,21,30,0.8,0,0,0,0.17,977,2.9000000000000004,25,2.9000000000000004
2017,3,9,22,30,0.5,0,0,0,0.17,977,2,28,2.6
2017,3,9,23,30,0.30000000000000004,0,0,0,0.17,976,1.4000000000000001,29,2.3000000000000003
2017,3,10,0,30,0.1,0,0,0,0.17,976,0.9,19,2
2017,3,10,1,30,0,0,0,0,0.17,976,0.7000000000000001,5,2.1
2017,3,10,2,30,-0.1,0,0,0,0.17,976,0.4,175,3
2017,3,10,3,30,-0.7000000000000001,0,0,0,0.17,977,-0.1,350,3.7
2017,3,10,4,30,-2.1,0,0,0,0.17,977,-0.9,351,3.7
2017,3,10,5,30,-3,0,0,0,0.17,978,-1.9000000000000001,347,3.2
2017,3,10,6,30,-3.9000000000000004,0,0,0,0.17,979,-2.2,338,2.9000000000000004
2017,3,10,7,30,-4,42,86,52,0.17,980,-1.2000000000000002,333,3.4000000000000004
2017,3,10,8,30,-4.800000000000001,51,819,301,0.17,981,0.2,331,4
2017,3,10,9,30,-6.1000000000000005,63,929,498,0.17,982,0.9,326,4.3
2017,3,10,10,30,-6.4,72,980,658,0.17,983,1.1,321,4.7
2017,3,10,11,30,-6.6000000000000005,273,439,572,0.17,983,1,317,5
2017,3,10,12,30,-7,321,349,572,0.17,983,0.7000000000000001,316,5.300000000000001
2017,3,10,13,30,-7.7,337,118,420,0.17,983,0.4,317,5.300000000000001
2017,3,10,14,30,-8.4,292,254,454,0.17,983,0,317,5.300000000000001
2017,3,10,15,30,-8.9,224,66,258,0.17,984,-0.6000000000000001,317,5.1000000000000005
2017,3,10,16,30,-9.4,129,6,131,0.17,984,-1.4000000000000001,317,4.800000000000001
2017,3,10,17,30,-10,72,82,88,0.17,985,-2.4000000000000004,318,4.4
2017,3,10,18,30,-10.3,0,0,0,0.17,985,-3,318,4.1000000000000005
2017,3,10,19,30,-10.600000000000001,0,0,0,0.17,986,-4.5,322,3.7
2017,3,10,20,30,-11.100000000000001,0,0,0,0.17,986,-5.7,322,3.4000000000000004
2017,3,10,21,30,-11.700000000000001,0,0,0,0.17,986,-6.9,322,3.1
2017,3,10,22,30,-12.200000000000001,0,0,0,0.17,986,-7.800000000000001,325,2.9000000000000004
2017,3,10,23,30,-12.600000000000001,0,0,0,0.17,986,-8.4,327,2.7
2017,3,11,0,30,-12.8,0,0,0,0.17,986,-8.8,327,2.7
2017,3,11,1,30,-13,0,0,0,0.17,987,-9.1,326,2.7
2017,3,11,2,30,-13.5,0,0,0,0.17,987,-9.3,326,2.6
2017,3,11,3,30,-13.9,0,0,0,0.17,988,-9.5,330,2.6
2017,3,11,4,30,-14.3,0,0,0,0.17,988,-9.600000000000001,334,2.5
2017,3,11,5,30,-14.700000000000001,0,0,0,0.17,989,-9.5,336,2.4000000000000004
2017,3,11,6,30,-14.700000000000001,0,0,0,0.17,989,-9,336,2.3000000000000003
2017,3,11,7,30,-14.200000000000001,35,509,99,0.17,990,-7.6000000000000005,334,2.6
2017,3,11,8,30,-13.4,61,788,306,0.17,990,-6.1000000000000005,331,2.9000000000000004
2017,3,11,9,30,-12.9,75,908,505,0.17,990,-4.800000000000001,326,3.1
2017,3,11,10,30,-12.3,84,967,666,0.17,990,-3.6,320,3.1
2017,3,11,11,30,-11.600000000000001,87,1002,776,0.17,990,-2.4000000000000004,315,3.1
2017,3,11,12,30,-11,285,455,614,0.17,989,-1.4000000000000001,311,3.2
2017,3,11,13,30,-10.5,213,629,658,0.17,989,-0.8,311,3.1
2017,3,11,14,30,-10.4,290,276,467,0.17,988,-0.7000000000000001,313,3
2017,3,11,15,30,-10.5,79,922,565,0.17,988,-1,315,2.8000000000000003
2017,3,11,16,30,-10.600000000000001,68,828,379,0.17,988,-1.9000000000000001,319,2.3000000000000003
2017,3,11,17,30,-10.100000000000001,48,638,173,0.17,988,-3.5,325,1.5
2017,3,11,18,30,-8.5,0,0,0,0.17,988,-4.6000000000000005,329,1.1
2017,3,11,19,30,-8.3,0,0,0,0.17,988,-4.800000000000001,336,1
2017,3,11,20,30,-8,0,0,0,0.17,988,-4.800000000000001,340,1
2017,3,11,21,30,-7.9,0,0,0,0.17,988,-5,344,1
2017,3,11,22,30,-7.800000000000001,0,0,0,0.17,988,-5.2,347,1.1
2017,3,11,23,30,-7.9,0,0,0,0.17,988,-5.300000000000001,348,1.3
2017,3,12,0,30,-7.7,0,0,0,0.17,988,-5.6000000000000005,343,1.4000000000000001
2017,3,12,1,30,-7.6000000000000005,0,0,0,0.17,989,-6,334,1.5
2017,3,12,2,30,-7.800000000000001,0,0,0,0.17,989,-6.4,326,1.7000000000000002
2017,3,12,3,30,-8,0,0,0,0.17,989,-6.5,325,2.1
2017,3,12,4,30,-8.5,0,0,0,0.17,989,-6.6000000000000005,330,2.2
2017,3,12,5,30,-9.1,0,0,0,0.17,989,-6.9,337,2.2
2017,3,12,6,30,-9.700000000000001,0,0,0,0.17,989,-6.7,344,2.3000000000000003
2017,3,12,7,30,-10.4,34,557,106,0.17,990,-5.5,350,2.4000000000000004
2017,3,12,8,30,-10.4,57,807,312,0.17,990,-4.1000000000000005,346,2.3000000000000003
2017,3,12,9,30,-10.3,124,609,415,0.17,990,-2.9000000000000004,338,2.1
2017,3,12,10,30,-10.100000000000001,206,516,519,0.17,990,-1.8,336,2
2017,3,12,11,30,-9.8,225,573,622,0.17,990,-0.8,337,1.9000000000000001
2017,3,12,12,30,-9.600000000000001,230,613,676,0.17,989,-0.1,335,2
2017,3,12,13,30,-9.4,303,394,583,0.17,989,0.4,333,2
2017,3,12,14,30,-9.3,86,957,702,0.17,989,0.4,333,2.1
2017,3,12,15,30,-9.200000000000001,84,895,559,0.17,989,0,338,2.1
2017,3,12,16,30,-9.3,74,790,374,0.17,989,-0.9,346,1.7000000000000002
2017,3,12,17,30,-8.5,55,430,141,0.17,989,-2.9000000000000004,185,1.2000000000000002
2017,3,12,18,30,-7.5,0,0,0,0.17,989,-4.3,19,1
2017,3,12,19,30,-8.3,0,0,0,0.17,989,-5.1000000000000005,53,1.5
2017,3,12,20,30,-8.6,0,0,0,0.17,989,-5.4,64,1.8
2017,3,12,21,30,-8.700000000000001,0,0,0,0.17,989,-5.5,67,2.2
2017,3,12,22,30,-8.8,0,0,0,0.17,988,-5.5,69,2.5
2017,3,12,23,30,-9,0,0,0,0.17,988,-5.5,72,2.6
2017,3,13,0,30,-9.3,0,0,0,0.17,987,-5.4,76,2.7
2017,3,13,1,30,-9.4,0,0,0,0.17,987,-5.300000000000001,79,2.6
2017,3,13,2,30,-9.4,0,0,0,0.17,987,-5.2,81,2.6
2017,3,13,3,30,-9.3,0,0,0,0.17,986,-5.300000000000001,81,2.6
2017,3,13,4,30,-9.4,0,0,0,0.17,986,-5.5,78,2.7
2017,3,13,5,30,-9.5,0,0,0,0.17,985,-5.7,76,2.8000000000000003
2017,3,13,6,30,-9.5,0,0,0,0.17,985,-5.7,75,3
2017,3,13,7,30,-9.4,48,85,59,0.17,984,-5.2,81,3.3000000000000003
2017,3,13,8,30,-9,120,274,208,0.17,983,-4.2,94,3.3000000000000003
2017,3,13,9,30,-7.9,213,168,294,0.17,982,-2.8000000000000003,106,3
2017,3,13,10,30,-6.5,282,224,420,0.17,981,-1.3,115,2.5
2017,3,13,11,30,-5,334,223,489,0.17,981,0.2,119,1.9000000000000001
2017,3,13,12,30,-3.8000000000000003,360,155,473,0.17,980,1.3,111,1.3
2017,3,13,13,30,-3.1,339,92,405,0.17,979,1.8,75,1.1
2017,3,13,14,30,-2.3000000000000003,294,77,344,0.17,979,1.6,34,1.3
2017,3,13,15,30,-1.6,213,35,232,0.17,979,1,19,1.6
2017,3,13,16,30,-1.6,63,0,63,0.17,978,0,14,1.8
2017,3,13,17,30,-1.7000000000000002,45,0,45,0.17,978,-0.8,12,2.1
2017,3,13,18,30,-2.1,0,0,0,0.17,978,-1.2000000000000002,12,2.2
2017,3,13,19,30,-2.5,0,0,0,0.78,978,-1.9000000000000001,12,2.5
2017,3,13,20,30,-2.9000000000000004,0,0,0,0.78,977,-2.2,8,2.8000000000000003
2017,3,13,21,30,-3.3000000000000003,0,0,0,0.78,977,-2.6,6,3.2
2017,3,13,22,30,-3.9000000000000004,0,0,0,0.78,977,-3,7,3.6
2017,3,13,23,30,-4.6000000000000005,0,0,0,0.78,977,-3.5,7,3.8000000000000003
2017,3,14,0,30,-5.2,0,0,0,0.78,976,-4,7,4
2017,3,14,1,30,-5.9,0,0,0,0.78,976,-4.5,5,4.2
2017,3,14,2,30,-6.5,0,0,0,0.78,976,-4.9,3,4.5
2017,3,14,3,30,-7.1000000000000005,0,0,0,0.78,976,-5.4,2,4.800000000000001
2017,3,14,4,30,-7.7,0,0,0,0.78,976,-5.800000000000001,181,4.9
2017,3,14,5,30,-8.3,0,0,0,0.78,976,-6.2,359,5.1000000000000005
2017,3,14,6,30,-9,0,0,0,0.78,976,-6.5,357,5.2
2017,3,14,7,30,-9.5,46,0,46,0.78,977,-6.300000000000001,357,5.4
2017,3,14,8,30,-10,126,41,139,0.78,977,-5.7,358,5.6000000000000005
2017,3,14,9,30,-10.3,202,51,227,0.78,977,-4.9,356,5.7
2017,3,14,10,30,-10.5,245,31,263,0.78,977,-4.4,353,5.7
2017,3,14,11,30,-10.8,129,973,812,0.78,978,-4.1000000000000005,350,5.6000000000000005
2017,3,14,12,30,-11.200000000000001,290,460,629,0.78,978,-4.1000000000000005,345,5.6000000000000005
2017,3,14,13,30,-11.600000000000001,344,253,526,0.78,978,-4.3,341,5.5
2017,3,14,14,30,-11.8,125,797,645,0.78,979,-4.6000000000000005,337,5.5
2017,3,14,15,30,-12,107,0,107,0.78,979,-5.1000000000000005,335,5.4
2017,3,14,16,30,-12.3,110,528,314,0.78,980,-5.800000000000001,333,5.1000000000000005
2017,3,14,17,30,-12.5,76,39,84,0.78,980,-6.6000000000000005,333,4.6000000000000005
2017,3,14,18,30,-12.600000000000001,0,0,0,0.78,980,-7,333,4.2
2017,3,14,19,30,-12.600000000000001,0,0,0,0.8,981,-8,333,3.6
2017,3,14,20,30,-12.8,0,0,0,0.8,981,-8.6,332,3.3000000000000003
2017,3,14,21,30,-13.100000000000001,0,0,0,0.8,981,-9.200000000000001,329,3
2017,3,14,22,30,-13.5,0,0,0,0.8,980,-9.8,324,2.7
2017,3,14,23,30,-13.600000000000001,0,0,0,0.8,980,-10.200000000000001,317,2.5
2017,3,15,0,30,-13.600000000000001,0,0,0,0.8,980,-10.4,310,2.5
2017,3,15,1,30,-13.4,0,0,0,0.8,980,-10.3,306,2.7
2017,3,15,2,30,-13.100000000000001,0,0,0,0.8,980,-10.200000000000001,304,3.1
2017,3,15,3,30,-12.700000000000001,0,0,0,0.8,980,-10.3,301,3.3000000000000003
2017,3,15,4,30,-12.600000000000001,0,0,0,0.8,981,-10.600000000000001,296,3.3000000000000003
2017,3,15,5,30,-12.8,0,0,0,0.8,981,-11.100000000000001,291,3.3000000000000003
2017,3,15,6,30,-13.200000000000001,0,0,0,0.8,981,-10.9,292,3.5
2017,3,15,7,30,-13,38,605,126,0.8,981,-9.4,302,4.3
2017,3,15,8,30,-13.4,63,839,342,0.8,982,-7.5,313,5.1000000000000005
2017,3,15,9,30,-13.4,79,944,546,0.8,982,-5.800000000000001,316,5.4
2017,3,15,10,30,-13.100000000000001,90,997,712,0.8,983,-4.2,316,5.6000000000000005
2017,3,15,11,30,-12.8,98,1024,822,0.8,983,-2.8000000000000003,314,5.6000000000000005
2017,3,15,12,30,-12.3,102,1033,868,0.8,982,-1.8,311,5.6000000000000005
2017,3,15,13,30,-11.600000000000001,121,998,845,0.8,982,-1.3,308,5.5
2017,3,15,14,30,-11,120,964,753,0.8,982,-1.4000000000000001,306,5.300000000000001
2017,3,15,15,30,-10.4,243,206,355,0.8,983,-1.8,304,5
2017,3,15,16,30,-9.8,117,497,311,0.8,983,-2.5,303,4.6000000000000005
2017,3,15,17,30,-9.200000000000001,76,211,120,0.8,984,-3.2,301,3.9000000000000004
2017,3,15,18,30,-8.5,13,101,15,0.8,984,-3.6,300,3.4000000000000004
2017,3,15,19,30,-8,0,0,0,0.18,984,-4.2,293,2.9000000000000004
2017,3,15,20,30,-7.7,0,0,0,0.18,984,-4.5,292,3
2017,3,15,21,30,-7.5,0,0,0,0.18,984,-4.9,293,2.9000000000000004
2017,3,15,22,30,-7.6000000000000005,0,0,0,0.18,984,-5.5,295,2.9000000000000004
2017,3,15,23,30,-8,0,0,0,0.18,984,-6.2,294,2.7
2017,3,16,0,30,-8.5,0,0,0,0.18,985,-7.2,291,2.5
2017,3,16,1,30,-9.1,0,0,0,0.18,985,-8,289,2.3000000000000003
2017,3,16,2,30,-9.5,0,0,0,0.18,985,-8.6,287,2.2
